Ticker,Date/Time,Open,High,Low,Close,Volume
SET,17/04/1981,122.24,122.24,122.24,122.24,498180
SET,20/04/1981,122.24,122.24,122.24,122.24,765090
SET,21/04/1981,122.67,122.67,122.67,122.67,1634530
SET,22/04/1981,122.45,122.45,122.45,122.45,287400
SET,23/04/1981,122.37,122.37,122.37,122.37,1756660
SET,24/04/1981,122.28,122.28,122.28,122.28,1593570
SET,27/04/1981,122.01,122.01,122.01,122.01,444970
SET,28/04/1981,121.96,121.96,121.96,121.96,375060
SET,29/04/1981,121.68,121.68,121.68,121.68,525460
SET,30/04/1981,121.62,121.62,121.62,121.62,292690
SET,04/05/1981,121.41,121.41,121.41,121.41,308740
SET,06/05/1981,121.40,121.40,121.40,121.40,540100
SET,07/05/1981,121.65,121.65,121.65,121.65,462530
SET,08/05/1981,121.39,121.39,121.39,121.39,716350
SET,11/05/1981,120.84,120.84,120.84,120.84,1889200
SET,12/05/1981,120.52,120.52,120.52,120.52,511610
SET,13/05/1981,119.90,119.90,119.90,119.90,878440
SET,14/05/1981,119.31,119.31,119.31,119.31,579690
SET,15/05/1981,119.13,119.13,119.13,119.13,409930
SET,19/05/1981,118.32,118.32,118.32,118.32,253320
SET,20/05/1981,118.10,118.10,118.10,118.10,442720
SET,21/05/1981,118.00,118.00,118.00,118.00,153980
SET,22/05/1981,118.03,118.03,118.03,118.03,584960
SET,25/05/1981,117.78,117.78,117.78,117.78,936980
SET,26/05/1981,117.47,117.47,117.47,117.47,377150
SET,27/05/1981,117.18,117.18,117.18,117.18,275420
SET,28/05/1981,117.02,117.02,117.02,117.02,163960
SET,29/05/1981,116.99,116.99,116.99,116.99,198490
SET,01/06/1981,116.80,116.80,116.80,116.80,229420
SET,02/06/1981,116.41,116.41,116.41,116.41,483330
SET,03/06/1981,115.97,115.97,115.97,115.97,1400600
SET,04/06/1981,115.59,115.59,115.59,115.59,278360
SET,05/06/1981,115.62,115.62,115.62,115.62,283980
SET,08/06/1981,115.22,115.22,115.22,115.22,205160
SET,09/06/1981,115.96,115.96,115.96,115.96,1131860
SET,10/06/1981,115.96,115.96,115.96,115.96,172660
SET,11/06/1981,115.53,115.53,115.53,115.53,172610
SET,12/06/1981,115.71,115.71,115.71,115.71,176650
SET,15/06/1981,116.02,116.02,116.02,116.02,388690
SET,16/06/1981,115.79,115.79,115.79,115.79,332830
SET,17/06/1981,115.36,115.36,115.36,115.36,140480
SET,18/06/1981,115.31,115.31,115.31,115.31,187290
SET,19/06/1981,114.93,114.93,114.93,114.93,185380
SET,22/06/1981,114.63,114.63,114.63,114.63,2213730
SET,23/06/1981,114.62,114.62,114.62,114.62,129770
SET,24/06/1981,113.87,113.87,113.87,113.87,363150
SET,25/06/1981,113.44,113.44,113.44,113.44,431620
SET,26/06/1981,112.60,112.60,112.60,112.60,387880
SET,29/06/1981,112.23,112.23,112.23,112.23,2376940
SET,30/06/1981,112.41,112.41,112.41,112.41,286700
SET,02/07/1981,112.11,112.11,112.11,112.11,884220
SET,03/07/1981,112.29,112.29,112.29,112.29,356800
SET,06/07/1981,112.17,112.17,112.17,112.17,299760
SET,07/07/1981,111.96,111.96,111.96,111.96,499270
SET,08/07/1981,111.65,111.65,111.65,111.65,403060
SET,09/07/1981,111.46,111.46,111.46,111.46,691440
SET,10/07/1981,111.40,111.40,111.40,111.40,266560
SET,13/07/1981,111.26,111.26,111.26,111.26,240890
SET,14/07/1981,111.32,111.32,111.32,111.32,243600
SET,15/07/1981,111.19,111.19,111.19,111.19,375720
SET,16/07/1981,111.82,111.82,111.82,111.82,504700
SET,20/07/1981,113.35,113.35,113.35,113.35,425570
SET,21/07/1981,113.20,113.20,113.20,113.20,295240
SET,22/07/1981,113.03,113.03,113.03,113.03,336860
SET,23/07/1981,112.84,112.84,112.84,112.84,437410
SET,24/07/1981,112.99,112.99,112.99,112.99,491390
SET,27/07/1981,112.99,112.99,112.99,112.99,1193910
SET,28/07/1981,112.77,112.77,112.77,112.77,343580
SET,29/07/1981,112.22,112.22,112.22,112.22,763410
SET,30/07/1981,111.67,111.67,111.67,111.67,527250
SET,31/07/1981,111.61,111.61,111.61,111.61,723280
SET,03/08/1981,111.63,111.63,111.63,111.63,124880
SET,04/08/1981,110.91,110.91,110.91,110.91,221150
SET,05/08/1981,110.57,110.57,110.57,110.57,229030
SET,06/08/1981,110.48,110.48,110.48,110.48,266290
SET,07/08/1981,110.40,110.40,110.40,110.40,455750
SET,10/08/1981,110.14,110.14,110.14,110.14,240970
SET,11/08/1981,109.83,109.83,109.83,109.83,311770
SET,13/08/1981,109.87,109.87,109.87,109.87,255060
SET,14/08/1981,109.42,109.42,109.42,109.42,461010
SET,17/08/1981,108.40,108.40,108.40,108.40,571150
SET,18/08/1981,107.08,107.08,107.08,107.08,417660
SET,19/08/1981,107.40,107.40,107.40,107.40,246980
SET,20/08/1981,106.74,106.74,106.74,106.74,927500
SET,21/08/1981,106.14,106.14,106.14,106.14,459500
SET,24/08/1981,106.53,106.53,106.53,106.53,485340
SET,25/08/1981,105.77,105.77,105.77,105.77,493000
SET,26/08/1981,104.57,104.57,104.57,104.57,720620
SET,27/08/1981,104.48,104.48,104.48,104.48,754430
SET,28/08/1981,104.59,104.59,104.59,104.59,1613160
SET,31/08/1981,104.68,104.68,104.68,104.68,107710
SET,01/09/1981,104.57,104.57,104.57,104.57,568100
SET,02/09/1981,104.57,104.57,104.57,104.57,323600
SET,03/09/1981,103.54,103.54,103.54,103.54,1365390
SET,04/09/1981,103.30,103.30,103.30,103.30,669250
SET,07/09/1981,103.20,103.20,103.20,103.20,1042380
SET,08/09/1981,103.19,103.19,103.19,103.19,474480
SET,09/09/1981,103.46,103.46,103.46,103.46,810080
SET,10/09/1981,103.69,103.69,103.69,103.69,1018870
SET,11/09/1981,103.77,103.77,103.77,103.77,852000
SET,14/09/1981,104.18,104.18,104.18,104.18,1054920
SET,15/09/1981,103.95,103.95,103.95,103.95,1270950
SET,16/09/1981,104.17,104.17,104.17,104.17,374530
SET,17/09/1981,104.15,104.15,104.15,104.15,312270
SET,18/09/1981,104.47,104.47,104.47,104.47,808900
SET,21/09/1981,105.03,105.03,105.03,105.03,1076720
SET,22/09/1981,105.75,105.75,105.75,105.75,1880510
SET,23/09/1981,106.56,106.56,106.56,106.56,2591410
SET,24/09/1981,106.32,106.32,106.32,106.32,1778750
SET,25/09/1981,105.53,105.53,105.53,105.53,1129000
SET,28/09/1981,105.52,105.52,105.52,105.52,1005000
SET,29/09/1981,104.83,104.83,104.83,104.83,948930
SET,30/09/1981,105.12,105.12,105.12,105.12,747810
SET,01/10/1981,104.93,104.93,104.93,104.93,471500
SET,02/10/1981,104.49,104.49,104.49,104.49,384210
SET,05/10/1981,104.48,104.48,104.48,104.48,216960
SET,06/10/1981,104.62,104.62,104.62,104.62,395250
SET,07/10/1981,104.76,104.76,104.76,104.76,466260
SET,08/10/1981,104.88,104.88,104.88,104.88,407000
SET,09/10/1981,105.15,105.15,105.15,105.15,756220
SET,12/10/1981,105.55,105.55,105.55,105.55,352500
SET,13/10/1981,105.54,105.54,105.54,105.54,664000
SET,14/10/1981,105.51,105.51,105.51,105.51,445800
SET,15/10/1981,105.51,105.51,105.51,105.51,428950
SET,16/10/1981,105.47,105.47,105.47,105.47,888500
SET,19/10/1981,105.35,105.35,105.35,105.35,77020
SET,20/10/1981,105.36,105.36,105.36,105.36,145080
SET,21/10/1981,105.11,105.11,105.11,105.11,122770
SET,22/10/1981,105.07,105.07,105.07,105.07,129000
SET,26/10/1981,104.89,104.89,104.89,104.89,211860
SET,27/10/1981,104.86,104.86,104.86,104.86,227820
SET,28/10/1981,104.93,104.93,104.93,104.93,1138210
SET,29/10/1981,105.21,105.21,105.21,105.21,316000
SET,30/10/1981,105.04,105.04,105.04,105.04,549450
SET,02/11/1981,105.09,105.09,105.09,105.09,369590
SET,03/11/1981,105.41,105.41,105.41,105.41,696770
SET,04/11/1981,105.45,105.45,105.45,105.45,770330
SET,05/11/1981,105.62,105.62,105.62,105.62,1240940
SET,06/11/1981,105.95,105.95,105.95,105.95,809020
SET,09/11/1981,106.08,106.08,106.08,106.08,1282170
SET,10/11/1981,106.23,106.23,106.23,106.23,934200
SET,11/11/1981,106.69,106.69,106.69,106.69,973260
SET,12/11/1981,106.91,106.91,106.91,106.91,1883430
SET,13/11/1981,107.14,107.14,107.14,107.14,983740
SET,16/11/1981,107.13,107.13,107.13,107.13,1078440
SET,17/11/1981,107.29,107.29,107.29,107.29,1010550
SET,18/11/1981,106.87,106.87,106.87,106.87,1008500
SET,19/11/1981,106.48,106.48,106.48,106.48,1362210
SET,20/11/1981,106.83,106.83,106.83,106.83,1431150
SET,23/11/1981,107.36,107.36,107.36,107.36,972050
SET,24/11/1981,107.42,107.42,107.42,107.42,847570
SET,25/11/1981,107.58,107.58,107.58,107.58,885420
SET,26/11/1981,107.89,107.89,107.89,107.89,1208500
SET,27/11/1981,108.01,108.01,108.01,108.01,1121730
SET,30/11/1981,108.35,108.35,108.35,108.35,885630
SET,01/12/1981,108.95,108.95,108.95,108.95,1559090
SET,02/12/1981,108.75,108.75,108.75,108.75,935500
SET,03/12/1981,108.96,108.96,108.96,108.96,706980
SET,04/12/1981,110.41,110.41,110.41,110.41,1142270
SET,08/12/1981,110.95,110.95,110.95,110.95,1192670
SET,09/12/1981,110.22,110.22,110.22,110.22,1220830
SET,11/12/1981,109.83,109.83,109.83,109.83,1029980
SET,14/12/1981,107.27,107.27,107.27,107.27,475340
SET,15/12/1981,107.02,107.02,107.02,107.02,983500
SET,16/12/1981,107.07,107.07,107.07,107.07,515610
SET,17/12/1981,107.27,107.27,107.27,107.27,828100
SET,18/12/1981,107.28,107.28,107.28,107.28,558320
SET,21/12/1981,106.88,106.88,106.88,106.88,448200
SET,22/12/1981,106.47,106.47,106.47,106.47,415880
SET,23/12/1981,105.99,105.99,105.99,105.99,742100
SET,24/12/1981,105.79,105.79,105.79,105.79,483890
SET,25/12/1981,105.70,105.70,105.70,105.70,408000
SET,28/12/1981,105.16,105.16,105.16,105.16,643510
SET,29/12/1981,105.59,105.59,105.59,105.59,2455620
SET,30/12/1981,106.62,106.62,106.62,106.62,687400
SET,04/01/1982,106.58,106.58,106.58,106.58,773140
SET,05/01/1982,106.48,106.48,106.48,106.48,497370
SET,06/01/1982,106.72,106.72,106.72,106.72,741420
SET,07/01/1982,106.93,106.93,106.93,106.93,232160
SET,08/01/1982,107.26,107.26,107.26,107.26,342780
SET,11/01/1982,107.28,107.28,107.28,107.28,174160
SET,12/01/1982,107.34,107.34,107.34,107.34,208890
SET,13/01/1982,107.18,107.18,107.18,107.18,949070
SET,14/01/1982,107.24,107.24,107.24,107.24,219630
SET,15/01/1982,107.16,107.16,107.16,107.16,194890
SET,18/01/1982,107.22,107.22,107.22,107.22,222920
SET,19/01/1982,106.83,106.83,106.83,106.83,168650
SET,20/01/1982,106.63,106.63,106.63,106.63,162020
SET,21/01/1982,106.54,106.54,106.54,106.54,130390
SET,22/01/1982,106.61,106.61,106.61,106.61,207470
SET,25/01/1982,106.73,106.73,106.73,106.73,43290
SET,26/01/1982,106.63,106.63,106.63,106.63,189500
SET,27/01/1982,106.96,106.96,106.96,106.96,197500
SET,28/01/1982,106.79,106.79,106.79,106.79,176110
SET,29/01/1982,106.77,106.77,106.77,106.77,290500
SET,01/02/1982,106.48,106.48,106.48,106.48,127900
SET,02/02/1982,106.43,106.43,106.43,106.43,216270
SET,03/02/1982,106.09,106.09,106.09,106.09,139260
SET,04/02/1982,105.97,105.97,105.97,105.97,374470
SET,05/02/1982,106.02,106.02,106.02,106.02,213640
SET,09/02/1982,105.58,105.58,105.58,105.58,85970
SET,10/02/1982,105.48,105.48,105.48,105.48,360390
SET,11/02/1982,106.11,106.11,106.11,106.11,491000
SET,12/02/1982,106.26,106.26,106.26,106.26,1325070
SET,15/02/1982,106.35,106.35,106.35,106.35,542350
SET,16/02/1982,106.43,106.43,106.43,106.43,383350
SET,17/02/1982,106.22,106.22,106.22,106.22,616410
SET,18/02/1982,106.78,106.78,106.78,106.78,657590
SET,19/02/1982,106.87,106.87,106.87,106.87,607150
SET,22/02/1982,106.14,106.14,106.14,106.14,365880
SET,23/02/1982,106.28,106.28,106.28,106.28,518930
SET,24/02/1982,106.49,106.49,106.49,106.49,579380
SET,25/02/1982,106.24,106.24,106.24,106.24,937600
SET,26/02/1982,106.16,106.16,106.16,106.16,551660
SET,01/03/1982,105.96,105.96,105.96,105.96,275450
SET,02/03/1982,106.00,106.00,106.00,106.00,160680
SET,03/03/1982,105.86,105.86,105.86,105.86,289010
SET,04/03/1982,105.75,105.75,105.75,105.75,148800
SET,05/03/1982,105.43,105.43,105.43,105.43,398000
SET,08/03/1982,105.54,105.54,105.54,105.54,776750
SET,09/03/1982,105.65,105.65,105.65,105.65,612600
SET,10/03/1982,105.61,105.61,105.61,105.61,343000
SET,11/03/1982,105.39,105.39,105.39,105.39,511300
SET,12/03/1982,105.19,105.19,105.19,105.19,527190
SET,15/03/1982,105.11,105.11,105.11,105.11,420250
SET,16/03/1982,104.82,104.82,104.82,104.82,1157080
SET,17/03/1982,104.55,104.55,104.55,104.55,450300
SET,18/03/1982,103.74,103.74,103.74,103.74,325880
SET,19/03/1982,103.55,103.55,103.55,103.55,311880
SET,22/03/1982,103.50,103.50,103.50,103.50,432360
SET,23/03/1982,103.33,103.33,103.33,103.33,432600
SET,24/03/1982,102.91,102.91,102.91,102.91,264940
SET,25/03/1982,102.96,102.96,102.96,102.96,1130140
SET,26/03/1982,103.23,103.23,103.23,103.23,849710
SET,29/03/1982,102.86,102.86,102.86,102.86,503500
SET,30/03/1982,103.01,103.01,103.01,103.01,861090
SET,31/03/1982,102.98,102.98,102.98,102.98,633240
SET,01/04/1982,103.04,103.04,103.04,103.04,320510
SET,02/04/1982,103.16,103.16,103.16,103.16,372000
SET,07/04/1982,102.98,102.98,102.98,102.98,852540
SET,08/04/1982,102.29,102.29,102.29,102.29,1012420
SET,09/04/1982,102.04,102.04,102.04,102.04,810180
SET,12/04/1982,102.11,102.11,102.11,102.11,552550
SET,14/04/1982,102.03,102.03,102.03,102.03,633720
SET,15/04/1982,102.16,102.16,102.16,102.16,578000
SET,16/04/1982,102.77,102.77,102.77,102.77,734900
SET,19/04/1982,103.01,103.01,103.01,103.01,477570
SET,20/04/1982,102.68,102.68,102.68,102.68,643380
SET,21/04/1982,102.81,102.81,102.81,102.81,413350
SET,22/04/1982,102.67,102.67,102.67,102.67,399730
SET,23/04/1982,103.71,103.71,103.71,103.71,579060
SET,26/04/1982,104.34,104.34,104.34,104.34,461280
SET,27/04/1982,104.80,104.80,104.80,104.80,1191340
SET,28/04/1982,105.93,105.93,105.93,105.93,1618300
SET,29/04/1982,105.20,105.20,105.20,105.20,1416500
SET,30/04/1982,104.89,104.89,104.89,104.89,485330
SET,04/05/1982,105.02,105.02,105.02,105.02,305950
SET,06/05/1982,104.78,104.78,104.78,104.78,870350
SET,10/05/1982,104.46,104.46,104.46,104.46,687120
SET,11/05/1982,104.13,104.13,104.13,104.13,480700
SET,12/05/1982,104.28,104.28,104.28,104.28,476800
SET,13/05/1982,104.34,104.34,104.34,104.34,525160
SET,14/05/1982,104.36,104.36,104.36,104.36,461130
SET,17/05/1982,104.86,104.86,104.86,104.86,982660
SET,18/05/1982,104.94,104.94,104.94,104.94,813780
SET,19/05/1982,105.62,105.62,105.62,105.62,1175230
SET,20/05/1982,106.77,106.77,106.77,106.77,1655430
SET,21/05/1982,107.06,107.06,107.06,107.06,3122720
SET,24/05/1982,106.52,106.52,106.52,106.52,4674320
SET,25/05/1982,106.14,106.14,106.14,106.14,794360
SET,26/05/1982,106.59,106.59,106.59,106.59,717000
SET,27/05/1982,106.39,106.39,106.39,106.39,757830
SET,28/05/1982,106.17,106.17,106.17,106.17,918960
SET,31/05/1982,105.83,105.83,105.83,105.83,449080
SET,01/06/1982,105.71,105.71,105.71,105.71,277760
SET,02/06/1982,105.77,105.77,105.77,105.77,571170
SET,03/06/1982,105.43,105.43,105.43,105.43,607970
SET,04/06/1982,105.54,105.54,105.54,105.54,719230
SET,07/06/1982,105.88,105.88,105.88,105.88,1510880
SET,08/06/1982,105.42,105.42,105.42,105.42,713890
SET,09/06/1982,105.34,105.34,105.34,105.34,317050
SET,10/06/1982,105.23,105.23,105.23,105.23,183710
SET,11/06/1982,105.40,105.40,105.40,105.40,458060
SET,14/06/1982,105.35,105.35,105.35,105.35,236440
SET,15/06/1982,105.26,105.26,105.26,105.26,213600
SET,16/06/1982,105.44,105.44,105.44,105.44,385100
SET,17/06/1982,105.88,105.88,105.88,105.88,545500
SET,18/06/1982,106.44,106.44,106.44,106.44,711380
SET,21/06/1982,106.10,106.10,106.10,106.10,767420
SET,22/06/1982,106.07,106.07,106.07,106.07,355560
SET,23/06/1982,106.04,106.04,106.04,106.04,317620
SET,24/06/1982,106.18,106.18,106.18,106.18,1449820
SET,25/06/1982,106.52,106.52,106.52,106.52,463340
SET,28/06/1982,106.12,106.12,106.12,106.12,275600
SET,29/06/1982,106.37,106.37,106.37,106.37,429830
SET,30/06/1982,106.61,106.61,106.61,106.61,1188600
SET,02/07/1982,106.30,106.30,106.30,106.30,705220
SET,05/07/1982,106.09,106.09,106.09,106.09,139030
SET,07/07/1982,106.18,106.18,106.18,106.18,141560
SET,08/07/1982,106.55,106.55,106.55,106.55,333440
SET,09/07/1982,106.35,106.35,106.35,106.35,333800
SET,12/07/1982,106.32,106.32,106.32,106.32,323100
SET,13/07/1982,106.63,106.63,106.63,106.63,352820
SET,14/07/1982,106.77,106.77,106.77,106.77,243100
SET,15/07/1982,107.14,107.14,107.14,107.14,671160
SET,16/07/1982,107.70,107.70,107.70,107.70,613540
SET,19/07/1982,107.51,107.51,107.51,107.51,655350
SET,20/07/1982,107.74,107.74,107.74,107.74,878300
SET,21/07/1982,107.82,107.82,107.82,107.82,1129720
SET,22/07/1982,108.07,108.07,108.07,108.07,1695110
SET,23/07/1982,108.34,108.34,108.34,108.34,993390
SET,26/07/1982,108.30,108.30,108.30,108.30,459850
SET,27/07/1982,106.73,106.73,106.73,106.73,923870
SET,28/07/1982,107.11,107.11,107.11,107.11,630950
SET,29/07/1982,107.90,107.90,107.90,107.90,1267700
SET,30/07/1982,108.16,108.16,108.16,108.16,1477300
SET,02/08/1982,108.46,108.46,108.46,108.46,1077980
SET,03/08/1982,108.59,108.59,108.59,108.59,1834000
SET,04/08/1982,109.98,109.98,109.98,109.98,2013680
SET,05/08/1982,109.61,109.61,109.61,109.61,1556560
SET,06/08/1982,109.01,109.01,109.01,109.01,821580
SET,09/08/1982,108.94,108.94,108.94,108.94,1143370
SET,10/08/1982,108.62,108.62,108.62,108.62,601100
SET,11/08/1982,108.40,108.40,108.40,108.40,1094460
SET,13/08/1982,108.21,108.21,108.21,108.21,740070
SET,16/08/1982,108.42,108.42,108.42,108.42,517470
SET,17/08/1982,108.92,108.92,108.92,108.92,831110
SET,18/08/1982,109.99,109.99,109.99,109.99,1687960
SET,19/08/1982,111.81,111.81,111.81,111.81,2510780
SET,20/08/1982,112.22,112.22,112.22,112.22,2529470
SET,23/08/1982,114.02,114.02,114.02,114.02,2411510
SET,24/08/1982,119.10,119.10,119.10,119.10,5181390
SET,25/08/1982,119.80,119.80,119.80,119.80,6053450
SET,26/08/1982,118.83,118.83,118.83,118.83,4179490
SET,27/08/1982,120.36,120.36,120.36,120.36,4198770
SET,30/08/1982,123.53,123.53,123.53,123.53,6489910
SET,31/08/1982,124.09,124.09,124.09,124.09,7422230
SET,01/09/1982,121.60,121.60,121.60,121.60,4460730
SET,02/09/1982,122.91,122.91,122.91,122.91,7125670
SET,03/09/1982,124.93,124.93,124.93,124.93,7105450
SET,06/09/1982,127.80,127.80,127.80,127.80,7419870
SET,07/09/1982,128.26,128.26,128.26,128.26,5349200
SET,08/09/1982,131.50,131.50,131.50,131.50,7046840
SET,09/09/1982,133.38,133.38,133.38,133.38,9864190
SET,10/09/1982,136.76,136.76,136.76,136.76,13169210
SET,13/09/1982,138.77,138.77,138.77,138.77,14720290
SET,14/09/1982,131.89,131.89,131.89,131.89,9993760
SET,15/09/1982,127.09,127.09,127.09,127.09,7228160
SET,16/09/1982,129.88,129.88,129.88,129.88,5872310
SET,17/09/1982,129.41,129.41,129.41,129.41,3596970
SET,20/09/1982,124.47,124.47,124.47,124.47,3470010
SET,21/09/1982,125.73,125.73,125.73,125.73,2978460
SET,22/09/1982,126.92,126.92,126.92,126.92,3513730
SET,23/09/1982,128.03,128.03,128.03,128.03,2676510
SET,24/09/1982,129.50,129.50,129.50,129.50,3658880
SET,27/09/1982,128.84,128.84,128.84,128.84,3529240
SET,28/09/1982,128.02,128.02,128.02,128.02,3767440
SET,29/09/1982,127.38,127.38,127.38,127.38,2004860
SET,30/09/1982,126.24,126.24,126.24,126.24,3453160
SET,01/10/1982,125.67,125.67,125.67,125.67,1266500
SET,04/10/1982,123.84,123.84,123.84,123.84,2090260
SET,05/10/1982,121.20,121.20,121.20,121.20,2526940
SET,06/10/1982,123.98,123.98,123.98,123.98,2646740
SET,07/10/1982,124.70,124.70,124.70,124.70,2634170
SET,08/10/1982,125.61,125.61,125.61,125.61,2935250
SET,11/10/1982,126.30,126.30,126.30,126.30,3103000
SET,12/10/1982,125.14,125.14,125.14,125.14,2868550
SET,13/10/1982,125.15,125.15,125.15,125.15,1831650
SET,14/10/1982,126.28,126.28,126.28,126.28,4570880
SET,15/10/1982,126.00,126.00,126.00,126.00,2782750
SET,18/10/1982,125.27,125.27,125.27,125.27,1682550
SET,19/10/1982,125.85,125.85,125.85,125.85,1545990
SET,20/10/1982,125.06,125.06,125.06,125.06,785920
SET,21/10/1982,125.24,125.24,125.24,125.24,1148580
SET,22/10/1982,126.65,126.65,126.65,126.65,1386240
SET,26/10/1982,127.54,127.54,127.54,127.54,2611110
SET,27/10/1982,127.84,127.84,127.84,127.84,2234930
SET,28/10/1982,127.63,127.63,127.63,127.63,2025920
SET,29/10/1982,127.49,127.49,127.49,127.49,1442340
SET,01/11/1982,127.04,127.04,127.04,127.04,989700
SET,02/11/1982,126.70,126.70,126.70,126.70,1250170
SET,03/11/1982,127.02,127.02,127.02,127.02,735150
SET,04/11/1982,126.80,126.80,126.80,126.80,689350
SET,05/11/1982,127.27,127.27,127.27,127.27,1651170
SET,08/11/1982,127.05,127.05,127.05,127.05,719040
SET,09/11/1982,126.45,126.45,126.45,126.45,1214750
SET,10/11/1982,125.81,125.81,125.81,125.81,640920
SET,11/11/1982,125.64,125.64,125.64,125.64,718250
SET,12/11/1982,124.89,124.89,124.89,124.89,1263000
SET,15/11/1982,124.61,124.61,124.61,124.61,676000
SET,16/11/1982,125.68,125.68,125.68,125.68,948300
SET,17/11/1982,125.38,125.38,125.38,125.38,751480
SET,18/11/1982,124.02,124.02,124.02,124.02,1083050
SET,19/11/1982,123.59,123.59,123.59,123.59,1225900
SET,22/11/1982,122.47,122.47,122.47,122.47,1453000
SET,23/11/1982,122.04,122.04,122.04,122.04,870700
SET,24/11/1982,122.39,122.39,122.39,122.39,1011800
SET,25/11/1982,121.94,121.94,121.94,121.94,1014760
SET,26/11/1982,121.55,121.55,121.55,121.55,744650
SET,29/11/1982,120.05,120.05,120.05,120.05,1031050
SET,30/11/1982,120.84,120.84,120.84,120.84,829410
SET,01/12/1982,121.51,121.51,121.51,121.51,925010
SET,02/12/1982,121.21,121.21,121.21,121.21,872520
SET,03/12/1982,120.62,120.62,120.62,120.62,1405140
SET,07/12/1982,120.83,120.83,120.83,120.83,744380
SET,08/12/1982,119.97,119.97,119.97,119.97,1466290
SET,09/12/1982,119.51,119.51,119.51,119.51,1375080
SET,13/12/1982,119.88,119.88,119.88,119.88,1221620
SET,14/12/1982,121.37,121.37,121.37,121.37,952470
SET,15/12/1982,122.96,122.96,122.96,122.96,1967670
SET,16/12/1982,123.67,123.67,123.67,123.67,1940340
SET,17/12/1982,124.02,124.02,124.02,124.02,3239420
SET,20/12/1982,123.25,123.25,123.25,123.25,2497050
SET,21/12/1982,123.16,123.16,123.16,123.16,837060
SET,22/12/1982,123.26,123.26,123.26,123.26,1620880
SET,23/12/1982,123.04,123.04,123.04,123.04,997400
SET,24/12/1982,123.49,123.49,123.49,123.49,981200
SET,27/12/1982,123.68,123.68,123.68,123.68,413210
SET,28/12/1982,123.50,123.50,123.50,123.50,384110
SET,29/12/1982,123.32,123.32,123.32,123.32,458000
SET,30/12/1982,123.50,123.50,123.50,123.50,1309730
SET,04/01/1983,123.57,123.57,123.57,123.57,857200
SET,05/01/1983,123.48,123.48,123.48,123.48,281500
SET,06/01/1983,123.63,123.63,123.63,123.63,522090
SET,07/01/1983,123.70,123.70,123.70,123.70,778770
SET,10/01/1983,123.28,123.28,123.28,123.28,741790
SET,11/01/1983,124.04,124.04,124.04,124.04,1139000
SET,12/01/1983,123.67,123.67,123.67,123.67,1723860
SET,13/01/1983,122.88,122.88,122.88,122.88,1318720
SET,14/01/1983,123.47,123.47,123.47,123.47,1410120
SET,17/01/1983,124.42,124.42,124.42,124.42,1086390
SET,18/01/1983,125.03,125.03,125.03,125.03,1648590
SET,19/01/1983,125.31,125.31,125.31,125.31,1403000
SET,20/01/1983,125.02,125.02,125.02,125.02,1298430
SET,21/01/1983,125.59,125.59,125.59,125.59,1490830
SET,24/01/1983,126.07,126.07,126.07,126.07,802040
SET,25/01/1983,125.61,125.61,125.61,125.61,1292910
SET,26/01/1983,125.73,125.73,125.73,125.73,749150
SET,27/01/1983,125.95,125.95,125.95,125.95,1351120
SET,28/01/1983,125.84,125.84,125.84,125.84,1015950
SET,31/01/1983,125.80,125.80,125.80,125.80,1628260
SET,01/02/1983,125.42,125.42,125.42,125.42,837240
SET,02/02/1983,124.80,124.80,124.80,124.80,588200
SET,03/02/1983,124.74,124.74,124.74,124.74,709820
SET,04/02/1983,124.29,124.29,124.29,124.29,1501500
SET,07/02/1983,124.36,124.36,124.36,124.36,1295710
SET,08/02/1983,124.61,124.61,124.61,124.61,745380
SET,09/02/1983,124.67,124.67,124.67,124.67,1085950
SET,10/02/1983,124.69,124.69,124.69,124.69,364660
SET,11/02/1983,124.87,124.87,124.87,124.87,501230
SET,14/02/1983,124.75,124.75,124.75,124.75,433630
SET,15/02/1983,124.82,124.82,124.82,124.82,613500
SET,16/02/1983,125.27,125.27,125.27,125.27,848400
SET,17/02/1983,126.08,126.08,126.08,126.08,1738840
SET,18/02/1983,126.13,126.13,126.13,126.13,1194500
SET,21/02/1983,126.08,126.08,126.08,126.08,853180
SET,22/02/1983,125.67,125.67,125.67,125.67,2254740
SET,23/02/1983,126.47,126.47,126.47,126.47,3696190
SET,24/02/1983,126.61,126.61,126.61,126.61,3881190
SET,25/02/1983,125.03,125.03,125.03,125.03,2300410
SET,01/03/1983,125.58,125.58,125.58,125.58,1965660
SET,02/03/1983,125.31,125.31,125.31,125.31,2409700
SET,03/03/1983,126.10,126.10,126.10,126.10,2138700
SET,04/03/1983,126.46,126.46,126.46,126.46,3655390
SET,07/03/1983,127.21,127.21,127.21,127.21,1508740
SET,08/03/1983,126.96,126.96,126.96,126.96,2327860
SET,09/03/1983,127.95,127.95,127.95,127.95,5739440
SET,10/03/1983,128.28,128.28,128.28,128.28,2406710
SET,11/03/1983,128.00,128.00,128.00,128.00,1387340
SET,14/03/1983,127.41,127.41,127.41,127.41,1374030
SET,15/03/1983,127.79,127.79,127.79,127.79,1142900
SET,16/03/1983,129.22,129.22,129.22,129.22,2381490
SET,17/03/1983,131.06,131.06,131.06,131.06,3917500
SET,18/03/1983,131.24,131.24,131.24,131.24,4315000
SET,21/03/1983,130.93,130.93,130.93,130.93,2529080
